,_id,article_title,article_url,authors,categories,comment_count,created_time,main_category,message,post_id,reactions,tags,message_sentiment,article_title_sentiment
23,{u'$oid': u'58bd41d59ff1026d58d7f076'},The 2017 Oscars afterparties – in pictures,https://www.theguardian.com/film/gallery/2017/feb/27/oscars-after-parties-2017-in-pictures-emma-stone-barry-jenkins?CMP=fb_gu,[Joanna Ruck],"[oscars 2017, home, film, culture]",16,2017-02-27T13:20:01+0000,film,"""A quick change of outfit for Emma Stone as she attends the Vanity Fair party.""",10513336322_10155126888651323,"{u'love': 14, u'like': 261, u'total_count': 276, u'angry': 0, u'haha': 1, u'sad': 0, u'thankful': 0, u'wow': 0}","[Oscars 2017, Awards and prizes, Oscars, Film industry, Celebrity]",0.1027,0.0
24,{u'$oid': u'58bd41d59ff1026d58d7f077'},"The ‘free speech debate’ is nothing of the sort, whatever the far right says",https://www.theguardian.com/commentisfree/2017/feb/27/free-speech-debate-milo-yiannopoulos-alt-right-censorship?CMP=fb_gu,[Ellie Mae O'Hagan],"[home, freedom of speech, opinion]",192,2017-02-27T13:00:37+0000,commentisfree,"""For the right – freedom of speech only travels in one direction. As soon as anyone dissents from their enforced values and behaviour, all hell breaks loose. Remember when the right lost its mind because Jeremy Corbyn’s bow on Remembrance Day was deemed insufficiently dramatic? Or consider the traditional national angst over the possibility that some local authorities might use the word 'Winterval' instead of 'Christmas'.""",10513336322_10155126822481323,"{u'love': 39, u'like': 1147, u'total_count': 1247, u'angry': 35, u'haha': 13, u'sad': 8, u'thankful': 0, u'wow': 5}","[Freedom of speech, Opinion, University of Sussex, Higher education, comment]",-0.07955,0.0
25,{u'$oid': u'58bd41d59ff1026d58d7f078'},The Raqqa Diaries: life under Isis rule,https://www.theguardian.com/books/2017/feb/26/the-raqqa-diaries-life-under-isis-rule-samer-mike-thomson-syria?CMP=fb_gu,[],"[home, books, journalism, culture]",26,2017-02-27T12:40:01+0000,books,"""I will never forget the time when Daesh first appeared on the streets of our city ...""",10513336322_10155126711546323,"{u'love': 0, u'like': 174, u'total_count': 286, u'angry': 31, u'haha': 0, u'sad': 77, u'thankful': 0, u'wow': 4}","[Journalism, The Observer, Syria, Autobiography and memoir, Politics, Middle East and North Africa, Islamic State, extracts]",0.1695,0.0
26,{u'$oid': u'58bd41d59ff1026d58d7f079'},Britain’s new wave of militant grocers,https://www.theguardian.com/lifeandstyle/2017/feb/26/britains-new-wave-of-militant-grocers-food-waste?CMP=fb_gu,[Sarah Butler],"[food, home, food & drink, lifestyle]",30,2017-02-27T12:30:02+0000,lifeandstyle,"""My target is to help families who are struggling to get by. Nobody should be going without a meal.""",10513336322_10155123368801323,"{u'love': 208, u'like': 1810, u'total_count': 2027, u'angry': 0, u'haha': 1, u'sad': 0, u'thankful': 0, u'wow': 8}","[Food & drink, The Observer, Food & drink industry, Food waste, Food poverty, Poverty, Social exclusion, features]",-0.0129,0.0
27,{u'$oid': u'58bd41d59ff1026d58d7f07a'},Trapped with a leader who won’t take responsibility for his failures,https://www.theguardian.com/commentisfree/2017/feb/26/corbyn-copeland-labour-byelection-leadership?CMP=fb_gu,[Andrew Rawnsley],"[jeremy corbyn, home, opinion]",643,2017-02-27T12:00:03+0000,commentisfree,"""Labour remains trapped with a leader who blames his failings on everyone but himself. And the country remains stuck without a functioning opposition at a time when it has never more needed one.""",10513336322_10155125581036323,"{u'love': 8, u'like': 1125, u'total_count': 1524, u'angry': 228, u'haha': 44, u'sad': 108, u'thankful': 0, u'wow': 11}","[Jeremy Corbyn, Opinion, Labour, comment]",-0.4405,-0.7506
28,{u'$oid': u'58bd41d59ff1026d58d7f07b'},"‘So, you know I have bipolar?’ – the perils of dating with a mental health problem",https://www.theguardian.com/lifeandstyle/2017/feb/27/you-know-i-have-bipolar-perils-of-dating-with-mental-health-problem?CMP=fb_gu,[Emily Reynolds],"[relationships, home, lifestyle, health & fitness]",138,2017-02-27T11:45:00+0000,lifeandstyle,"""Is now a good time to mention I'm bipolar?""",10513336322_10155126682816323,"{u'love': 97, u'like': 1606, u'total_count': 1767, u'angry': 3, u'haha': 14, u'sad': 40, u'thankful': 0, u'wow': 7}","[Relationships, Mental health, Health & wellbeing, Health, features]",0.4404,-0.4019
29,{u'$oid': u'58bd41d59ff1026d58d7f07c'},"Sex education should tackle pornography and sexting, says public",https://www.theguardian.com/education/2017/feb/27/sex-education-should-tackle-pornography-and-sexting-says-public?CMP=fb_gu,[Hannah Ellis-Petersen],"[home, sex education, education, uk news, uk]",45,2017-02-27T11:30:00+0000,education,"“Children today can be exposed to all sorts of sexual imagery on a daily basis which we know to be causing harm. Children themselves, girls in particular, are telling us that they feel they need improved, age-appropriate mandatory sex and relationships education to help them navigate these difficult issues.”",10513336322_10155125382336323,"{u'love': 23, u'like': 1191, u'total_count': 1234, u'angry': 0, u'haha': 2, u'sad': 12, u'thankful': 0, u'wow': 6}","[Sex education, Schools, Justine Greening, Education policy, Pupil behaviour, Secondary schools, news]",-0.01425,0.0
30,{u'$oid': u'58bd41d59ff1026d58d7f07d'},The other Oscars gaffe: 'dead' woman from In Memoriam montage is still alive,https://www.theguardian.com/film/2017/feb/27/the-other-oscars-gaffe-dead-woman-janet-patterson-jan-chapman-from-in-memoriam-montage-is-still-alive?CMP=fb_gu,[Catherine Shoard],"[oscars 2017, home, film, culture]",162,2017-02-27T11:30:00+0000,film,"""I was devastated by the use of my image in place of my great friend and long-time collaborator Janet Patterson … I am alive and well and an active producer.""",10513336322_10155126825356323,"{u'love': 7, u'like': 690, u'total_count': 1756, u'angry': 12, u'haha': 363, u'sad': 44, u'thankful': 0, u'wow': 640}","[Oscars 2017, Oscars, Awards and prizes, Film industry, news]",0.8658,0.3818
31,{u'$oid': u'58bd41d59ff1026d58d7f07e'},Jeremy Corbyn: give Labour more time to develop appealing policies,https://www.theguardian.com/politics/2017/feb/26/jeremy-corbyn-labour-policies-byelection-defeat-copeland?CMP=fb_gu,"[Severin Carrell, Jessica Elgot]","[jeremy corbyn, home, politics]",209,2017-02-27T11:15:02+0000,politics,Jeremy Corbyn has pleaded for more time for The Labour Party to develop appealing policies and said demographic change rather than questions over his leadership were the cause of his party’s defeat in the once safe Copeland seat last week.,10513336322_10155126713346323,"{u'love': 17, u'like': 165, u'total_count': 265, u'angry': 17, u'haha': 64, u'sad': 1, u'thankful': 0, u'wow': 1}","[Jeremy Corbyn, Labour, Byelections, Local politics, Trade unions, Tom Watson, news]",0.3818,0.0
32,{u'$oid': u'58bd41d59ff1026d58d7f07f'},"Forget the hangover, under-25s turn to mindful drinking",https://www.theguardian.com/society/2017/feb/26/under-25s-turn-to-mindful-drinking?CMP=fb_gu,[Rob Walker],"[home, alcohol, uk news, uk, society]",123,2017-02-27T11:00:03+0000,society,"""It’s about changing the way you think and feel about alcohol. For a lot of people, mindful drinking means switching to a lower percentage drink, cutting down for a week, doing a sober sprint, or trying out an alcohol-free for size""",10513336322_10155125589841323,"{u'love': 17, u'like': 529, u'total_count': 574, u'angry': 1, u'haha': 19, u'sad': 2, u'thankful': 0, u'wow': 6}","[Alcohol, The Observer, Young people, news]",-0.20095,-0.2263
33,{u'$oid': u'58bd41d59ff1026d58d7f080'},PwC issues apology after Oscars best picture envelope mistake,https://www.theguardian.com/film/2017/feb/27/pricewaterhousecoopers-issues-sincere-apology-for-oscars-blunder?CMP=fb_gu,"[Maev Kennedy, Jamie Grierson]","[oscars 2017, home, film, culture]",342,2017-02-27T10:45:54+0000,film,"PricewaterhouseCoopers, the accountancy firm that has overseen the counting of the Oscars ballots for 83 years, has apologised for the most spectacular blunder in the history of the starry ceremony – when the award for best film was mistakenly presented to La La Land instead of actual winner Moonlight.",10513336322_10155126814431323,"{u'love': 9, u'like': 1065, u'total_count': 1599, u'angry': 9, u'haha': 361, u'sad': 6, u'thankful': 0, u'wow': 149}","[Oscars 2017, PricewaterhouseCoopers, La La Land, Moonlight, Warren Beatty, Accountancy, news]",0.8934,0.4588
34,{u'$oid': u'58bd41d59ff1026d58d7f081'},Edge of darkness: looking into the black hole at the heart of the Milky Way,https://www.theguardian.com/science/2017/feb/26/black-hole-telescope-big-as-earth-event-horizon-project-sagittarius-a?CMP=fb_gu,[Robin McKie],"[home, astronomy, science]",70,2017-02-27T10:30:00+0000,science,"“To be precise, we are not going to take a direct photograph of the black hole at our galaxy’s heart. We are actually going to take a picture of its shadow. It will be an image of its silhouette sliding against the background glow of radiation of the heart of the Milky Way. That photograph will reveal the contours of a black hole for the first time.”",10513336322_10155125583936323,"{u'love': 162, u'like': 2690, u'total_count': 3106, u'angry': 1, u'haha': 3, u'sad': 1, u'thankful': 0, u'wow': 249}","[Astronomy, The Observer, Black holes, Space, Physics, Albert Einstein, Interstellar, features]",0.0,-0.25
35,{u'$oid': u'58bd41d59ff1026d58d7f082'},'I loved and hated her in equal measure' – life with an alcoholic mother,https://www.theguardian.com/healthcare-network/views-from-the-nhs-frontline/2017/feb/27/life-with-alcoholic-mother-nhs?CMP=fb_gu,[],"[home, healthcare professionals network, nhs]",20,2017-02-27T10:15:00+0000,healthcare-network,"""Between 2004-14, alcohol-related deaths in England rose by a staggering 13%. My loss is irretrievable, but others can be prevented, and starting a conversation around alcoholism is the first step in changing the national attitude towards this pandemic.""",10513336322_10155126538716323,"{u'love': 16, u'like': 434, u'total_count': 554, u'angry': 2, u'haha': 1, u'sad': 96, u'thankful': 0, u'wow': 5}","[Healthcare Network, Views from the NHS frontline, Health, Alcohol, Alcoholism, Children, Mental health
(Healthcare Professionals Network), comment]",-0.064,-0.0772
36,{u'$oid': u'58bd41d59ff1026d58d7f083'},Britain’s new wave of militant grocers,https://www.theguardian.com/lifeandstyle/2017/feb/26/britains-new-wave-of-militant-grocers-food-waste?CMP=fb_gu,[Sarah Butler],"[food, home, food & drink, lifestyle]",44,2017-02-27T10:00:01+0000,lifeandstyle,“My target is to help families who are struggling to get by. Nobody should be going without a meal.”,10513336322_10155125438891323,"{u'love': 248, u'like': 2296, u'total_count': 2570, u'angry': 1, u'haha': 1, u'sad': 1, u'thankful': 0, u'wow': 23}","[Food & drink, The Observer, Food & drink industry, Food waste, Food poverty, Poverty, Social exclusion, features]",-0.0129,0.0
37,{u'$oid': u'58bd41d59ff1026d58d7f084'},NHS accused of covering up huge data loss that put thousands at risk,https://www.theguardian.com/society/2017/feb/26/nhs-accused-of-covering-up-huge-data-loss-that-put-thousands-at-risk?CMP=fb_gu,"[Denis Campbell, Pamela Duncan]","[home, nhs, uk news, uk, society]",48,2017-02-27T09:40:00+0000,society,"""Thousands of patients are feared to have been harmed after the NHS lost more than half a million pieces of confidential medical correspondence, including test results and treatment plans.""",10513336322_10155125203401323,"{u'love': 0, u'like': 114, u'total_count': 256, u'angry': 71, u'haha': 1, u'sad': 11, u'thankful': 0, u'wow': 59}","[NHS, Jeremy Hunt, GPs, Hospitals, Child protection, Health, news]",-0.8225,-0.5106
38,{u'$oid': u'58bd41d59ff1026d58d7f085'},When will Britons get a pay rise?,https://www.theguardian.com/business/2017/feb/26/uk-britons-pay-rise-brexit-foreign-workers?CMP=fb_gu,[Phillip Inman],"[home, economics, business]",46,2017-02-27T09:30:00+0000,business,Too scared to ask for a pay rise? You’re not alone. There are millions of people who would prefer to walk over hot coals than ask their manager to reward good work with extra cash.,10513336322_10155123869856323,"{u'love': 2, u'like': 94, u'total_count': 112, u'angry': 5, u'haha': 7, u'sad': 4, u'thankful': 0, u'wow': 0}","[Economics, Economics viewpoint, UK unemployment and employment statistics, Economic growth (GDP), Work & careers, Pay, Bank of England, comment]",0.147366666667,-0.1027
39,{u'$oid': u'58bd41d59ff1026d58d7f086'},When gongs go wrong ... a short history of awards being given to the losers,https://www.theguardian.com/film/2017/feb/27/when-gongs-go-wrong-a-short-history-of-awards-being-given-to-the-losers?CMP=fb_gu,[Steph Harmon],"[oscars 2017, home, film, culture]",45,2017-02-27T09:15:00+0000,film,And the award for the biggest mix up goes to ...,10513336322_10155126504941323,"{u'love': 2, u'like': 139, u'total_count': 184, u'angry': 0, u'haha': 32, u'sad': 0, u'thankful': 0, u'wow': 11}","[Oscars 2017, Oscars, Warren Beatty, Awards and prizes, Faye Dunaway, blogposts]",0.5423,-0.5423
40,{u'$oid': u'58bd41d59ff1026d58d7f087'},Anatomy of an Oscars fiasco: how La La Land was mistakenly announced as best picture,https://www.theguardian.com/film/2017/feb/27/anatomy-of-an-oscars-fiasco-how-la-la-land-was-mistakenly-announced-as-best-picture?CMP=fb_gu,[Andrew Pulver],"[oscars 2017, home, film, culture]",160,2017-02-27T09:00:01+0000,film,How could the wrong film have been named as the winner of the Oscars’ most important award? Here are the pictures that tell the story,10513336322_10155126435721323,"{u'love': 11, u'like': 830, u'total_count': 1178, u'angry': 9, u'haha': 192, u'sad': 8, u'thankful': 0, u'wow': 128}","[Oscars 2017, Oscars, La La Land, Moonlight, Barry Jenkins, Awards and prizes, news]",0.3815,-0.0772
41,{u'$oid': u'58bd41d59ff1026d58d7f088'},La La Land trumped and seven records smashed: five Oscars surprises,https://www.theguardian.com/film/2017/feb/27/la-la-land-trumped-and-seven-records-smashed-five-oscars-surprises?CMP=fb_gu,"[Ben Beaumont-Thomas, Lanre Bakare, Andrew Pulver, Catherine Shoard]","[oscars 2017, home, film, culture]",33,2017-02-27T08:42:04+0000,film,The first ever Muslim to win an acting Oscar ... and more,10513336322_10155126559056323,"{u'love': 25, u'like': 289, u'total_count': 327, u'angry': 1, u'haha': 11, u'sad': 0, u'thankful': 0, u'wow': 1}","[Oscars 2017, Film blog, Warren Beatty, Moonlight, La La Land, Awards and prizes, Jimmy Kimmel, blogposts]",0.5859,0.2263
42,{u'$oid': u'58bd41d59ff1026d58d7f089'},From sex bans to banished brews – the most effective boycotts ever,https://www.theguardian.com/world/shortcuts/2017/feb/26/boycotts-five-pound-note-tallow?CMP=fb_gu,[Colin Drury],"[home, protest, world]",10,2017-02-27T08:30:01+0000,world,"The Bank of England says it will listen to the public on the use of beef fat in its banknotes, a reminder that direct action can bring about change. Here are some other unusual boycotts that worked.",10513336322_10155123867781323,"{u'love': 7, u'like': 137, u'total_count': 148, u'angry': 0, u'haha': 3, u'sad': 0, u'thankful': 0, u'wow': 1}","[Protest, Shortcuts, Bank of England, features]",-0.17,0.1815
43,{u'$oid': u'58bd41d59ff1026d58d7f08a'},Who won the Oscars 2017 red carpet? Political upset is the new normal,https://www.theguardian.com/fashion/2017/feb/27/oscars-red-carpet-analysis-raf-simons-aclu-ribbons?CMP=fb_gu,[Jess Cartner-Morley],"[oscars 2017, home, fashion]",27,2017-02-27T08:00:01+0000,fashion,"""For Ruth Negga to wear a blue ribbon in support of the American Civil Liberties Union, who have spoken out against Trump’s travel ban, was a bolder move than it looked.""",10513336322_10155126408906323,"{u'love': 70, u'like': 839, u'total_count': 915, u'angry': 0, u'haha': 3, u'sad': 0, u'thankful': 0, u'wow': 3}","[Fashion, Red carpet fashion]",0.5574,0.09505
44,{u'$oid': u'58bd41d59ff1026d58d7f08b'},Woman deported from UK despite being married to Briton for 27 years,https://www.theguardian.com/uk-news/2017/feb/26/grandmother-deported-from-uk-despite-being-married-to-briton-for-27-years?CMP=fb_gu,[Nicola Slawson],"[home, immigration and asylum, uk news, uk]",1270,2017-02-27T07:40:00+0000,uk-news,"“For 30 years, my sister-in-law Irene has lived in Britain after arriving here from Singapore. She has a British husband, two wonderful British children and a granddaughter she dotes upon.""",10513336322_10155125253481323,"{u'love': 31, u'like': 1860, u'total_count': 11919, u'angry': 6846, u'haha': 20, u'sad': 2514, u'thankful': 0, u'wow': 648}","[Immigration and asylum, Family law, news]",0.28595,0.0
45,{u'$oid': u'58bd41d59ff1026d58d7f08c'},From 'u up?' to cockup: all the Oscars highlights – in pictures,https://www.theguardian.com/film/gallery/2017/feb/27/from-u-up-to-cock-up-all-the-oscars-highlights-in-pictures?CMP=fb_gu,[Matt Fidler],"[oscars 2017, home, film, culture]",14,2017-02-27T07:30:01+0000,film,From 'u up?' to cock-up.,10513336322_10155126268001323,"{u'love': 2, u'like': 62, u'total_count': 73, u'angry': 0, u'haha': 9, u'sad': 0, u'thankful': 0, u'wow': 0}","[Oscars 2017, Oscars, Awards and prizes, Television, Jimmy Kimmel, Film industry]",0.0,0.0
46,{u'$oid': u'58bd41d59ff1026d58d7f08d'},Moonlight wins Oscar for best picture … two minutes after La La Land,https://www.theguardian.com/film/2017/feb/27/moonlight-wins-oscar-for-best-picture-two-minutes-after-la-la-land?CMP=fb_gu,[Rory Carroll],"[oscars 2017, home, film, culture]",74,2017-02-27T07:01:01+0000,film,And the award for biggest cock-up goes to ...,10513336322_10155126297906323,"{u'love': 19, u'like': 564, u'total_count': 786, u'angry': 3, u'haha': 149, u'sad': 2, u'thankful': 0, u'wow': 49}","[Oscars 2017, Warren Beatty, Faye Dunaway, Moonlight, La La Land, Jimmy Kimmel]",0.5423,0.836
47,{u'$oid': u'58bd41d59ff1026d58d7f08e'},Bill Paxton remembered by Jennifer Aniston at Oscars ceremony,https://www.theguardian.com/film/2017/feb/27/tribute-to-bill-paxton-at-oscars-ceremony-academy-award-2017?CMP=fb_gu,[Catherine Shoard],"[oscars 2017, home, film, culture]",48,2017-02-27T06:15:00+0000,film,"“Bill’s passion for the arts was felt by all who knew him, and his warmth and tireless energy were undeniable.",10513336322_10155125996761323,"{u'love': 39, u'like': 393, u'total_count': 598, u'angry': 1, u'haha': 2, u'sad': 161, u'thankful': 0, u'wow': 2}","[Oscars 2017, Oscars, Bill Paxton, Awards and prizes, news]",0.7964,0.0
48,{u'$oid': u'58bd41d59ff1026d58d7f08f'},'Their bodies are billboards': Lagerfeld-Streep Oscars spat belies film-fashion hook-ups,https://www.theguardian.com/film/2017/feb/27/their-bodies-are-billboards-lagerfeld-streep-oscars-spat-belies-film-fashion-hook-ups?CMP=fb_gu,[Edward Helmore],"[oscars 2017, home, film, culture]",18,2017-02-27T06:00:00+0000,film,“Their bodies are billboards and they’re sold from head to toe.”,10513336322_10155126037231323,"{u'love': 1, u'like': 159, u'total_count': 166, u'angry': 1, u'haha': 1, u'sad': 0, u'thankful': 0, u'wow': 4}","[Oscars 2017, Meryl Streep, Karl Lagerfeld, Oscars, Awards and prizes, features]",0.0,0.0
49,{u'$oid': u'58bd41d59ff1026d58d7f090'},Casey Affleck wins best actor Oscar for Manchester by the Sea,https://www.theguardian.com/film/2017/feb/27/casey-affleck-wins-best-actor-oscar-manchester-by-the-sea-academy-awards-2017?CMP=fb_gu,[Andrew Pulver],"[oscars 2017, home, film, culture]",108,2017-02-27T05:45:00+0000,film,Casey Affleck has won the Oscar for best actor for his role as a grief-stricken janitor in Manchester by the Sea.,10513336322_10155126032216323,"{u'love': 166, u'like': 1795, u'total_count': 2180, u'angry': 201, u'haha': 5, u'sad': 6, u'thankful': 0, u'wow': 7}","[Oscars 2017, Oscars, Casey Affleck, Awards and prizes, Manchester by the Sea, Drama, news]",0.836,0.836
50,{u'$oid': u'58bd41d59ff1026d58d7f091'},"Moonlight wins best picture Oscar, after Warren Beatty gives gong to La La Land",https://www.theguardian.com/film/2017/feb/27/moonlight-wins-best-picture-oscars-academy-award-2017?CMP=share_btn_tw,"[Rory Carroll, Andrew Pulver]","[oscars 2017, home, film, culture]",403,2017-02-27T05:23:13+0000,film,Moonlight won best picture – but only after Warren Beatty and Faye Dunaway announced La La Land as the winner.,10513336322_10155126124326323,"{u'love': 512, u'like': 4306, u'total_count': 5494, u'angry': 14, u'haha': 530, u'sad': 11, u'thankful': 0, u'wow': 121}","[Oscars 2017, Oscars, Moonlight, Awards and prizes, news]",0.8793,0.836
51,{u'$oid': u'58bd41d59ff1026d58d7f092'},Emma Stone wins best actress Oscar for La La Land,https://www.theguardian.com/film/2017/feb/27/emma-stone-wins-best-actress-oscar-for-la-la-land?CMP=fb_gu,[Catherine Shoard],"[oscars 2017, home, film, culture]",45,2017-02-27T05:16:00+0000,film,"Emma Stone has won the best actress Oscar for her role in La La Land, the all-singing and dancing hymn to Hollywood directed by Damien Chazelle.",10513336322_10155126080196323,"{u'love': 109, u'like': 822, u'total_count': 990, u'angry': 50, u'haha': 4, u'sad': 2, u'thankful': 0, u'wow': 3}","[Oscars 2017, Oscars, Awards and prizes, Emma Stone, news]",0.836,0.836
